Probe	Chromosome	Start	End
Chr5:11848001-11850000	5	11848001	11850000
Chr5:11852001-11854000	5	11852001	11854000
Chr5:11856001-11858000	5	11856001	11858000
Chr5:11862001-11864000	5	11862001	11870000
Chr5:11874001-11876000	5	11874001	11882000
Chr5:11884001-11886000	5	11884001	11888000
Chr5:11894001-11896000	5	11894001	11896000
Chr5:11900001-11902000	5	11900001	11906000
Chr5:11908001-11910000	5	11908001	11912000
Chr5:11958001-11960000	5	11958001	11960000
Chr5:11992001-11994000	5	11992001	11996000
Chr5:12140001-12142000	5	12140001	12142000
Chr5:12166001-12168000	5	12166001	12168000
Chr5:12250001-12252000	5	12250001	12254000
Chr5:12280001-12282000	5	12280001	12284000
Chr5:12518001-12520000	5	12518001	12520000
Chr5:12544001-12546000	5	12544001	12548000
Chr5:12740001-12742000	5	12740001	12742000
Chr5:13676001-13678000	5	13676001	13678000
Chr5:13726001-13728000	5	13726001	13728000
Chr5:13858001-13860000	5	13858001	13864000
Chr5:13866001-13868000	5	13866001	13870000
Chr5:13884001-13886000	5	13884001	13886000
Chr5:14176001-14178000	5	14176001	14180000
Chr5:14270001-14272000	5	14270001	14276000
Chr5:14296001-14298000	5	14296001	14302000
Chr5:14378001-14380000	5	14378001	14382000
Chr5:14396001-14398000	5	14396001	14402000
Chr5:14432001-14434000	5	14432001	14434000
Chr5:14836001-14838000	5	14836001	14838000
Chr5:14876001-14878000	5	14876001	14880000
Chr5:14904001-14906000	5	14904001	14914000
Chr5:14916001-14918000	5	14916001	14922000
Chr5:14924001-14926000	5	14924001	14930000
Chr5:14934001-14936000	5	14934001	14936000
Chr5:14938001-14940000	5	14938001	14940000
Chr5:14942001-14944000	5	14942001	14944000
Chr5:14958001-14960000	5	14958001	14960000
Chr5:14964001-14966000	5	14964001	14974000
Chr5:14976001-14978000	5	14976001	14988000
Chr5:14990001-14992000	5	14990001	14994000
Chr5:14996001-14998000	5	14996001	15004000
Chr5:15008001-15010000	5	15008001	15022000
Chr5:15024001-15026000	5	15024001	15034000
Chr5:15038001-15040000	5	15038001	15042000
Chr5:15050001-15052000	5	15050001	15052000
Chr5:15062001-15064000	5	15062001	15458000
Chr5:15472001-15474000	5	15472001	15476000
Chr5:15782001-15784000	5	15782001	15788000
Chr5:15808001-15810000	5	15808001	15814000
Chr5:16068001-16070000	5	16068001	16072000
Chr5:16170001-16172000	5	16170001	16172000
Chr5:16286001-16288000	5	16286001	16292000
Chr5:16668001-16670000	5	16668001	16674000
Chr5:16740001-16742000	5	16740001	16744000
Chr5:16750001-16752000	5	16750001	16756000
Chr5:16904001-16906000	5	16904001	16910000
Chr5:16942001-16944000	5	16942001	16946000
Chr5:16964001-16966000	5	16964001	16966000
Chr5:17034001-17036000	5	17034001	17038000
Chr5:17044001-17046000	5	17044001	17048000
Chr5:17060001-17062000	5	17060001	17064000
Chr5:17214001-17216000	5	17214001	17218000
Chr5:17240001-17242000	5	17240001	17246000
Chr5:17266001-17268000	5	17266001	17270000
Chr5:17316001-17318000	5	17316001	17318000
Chr5:17610001-17612000	5	17610001	17614000
Chr5:17800001-17802000	5	17800001	17804000
Chr5:17910001-17912000	5	17910001	17916000
Chr5:18170001-18172000	5	18170001	18174000
Chr5:18276001-18278000	5	18276001	18280000
Chr5:18300001-18302000	5	18300001	18304000
Chr5:18538001-18540000	5	18538001	18542000
Chr5:18546001-18548000	5	18546001	18548000
Chr5:18734001-18736000	5	18734001	18736000
Chr5:18824001-18826000	5	18824001	18830000
Chr5:18854001-18856000	5	18854001	18858000
Chr5:18932001-18934000	5	18932001	18934000
Chr5:18982001-18984000	5	18982001	18986000
Chr5:18998001-19000000	5	18998001	19002000
Chr5:19168001-19170000	5	19168001	19170000
Chr5:19342001-19344000	5	19342001	19348000
Chr5:19478001-19480000	5	19478001	19482000
Chr5:19650001-19652000	5	19650001	19654000
Chr5:19976001-19978000	5	19976001	19978000
Chr5:20122001-20124000	5	20122001	20126000
Chr5:20184001-20186000	5	20184001	20190000
Chr5:20364001-20366000	5	20364001	20370000
Chr5:20824001-20826000	5	20824001	20830000
Chr5:21104001-21106000	5	21104001	21106000
Chr5:21236001-21238000	5	21236001	21242000
Chr5:21578001-21580000	5	21578001	21582000
Chr5:22086001-22088000	5	22086001	22090000
Chr5:22202001-22204000	5	22202001	22206000
Chr5:22214001-22216000	5	22214001	22220000
Chr5:22364001-22366000	5	22364001	22372000
Chr5:22446001-22448000	5	22446001	22448000
Chr5:22458001-22460000	5	22458001	22464000
Chr5:22492001-22494000	5	22492001	22496000
Chr5:22568001-22570000	5	22568001	22572000
Chr5:22708001-22710000	5	22708001	22710000
Chr5:23026001-23028000	5	23026001	23030000
Chr5:23186001-23188000	5	23186001	23188000
Chr5:23296001-23298000	5	23296001	23304000
Chr5:23320001-23322000	5	23320001	23324000
Chr5:23366001-23368000	5	23366001	23370000
Chr5:23570001-23572000	5	23570001	23572000
Chr5:23700001-23702000	5	23700001	23710000
Chr5:23728001-23730000	5	23728001	23730000
Chr5:23830001-23832000	5	23830001	23832000
Chr5:23868001-23870000	5	23868001	23870000
Chr5:24216001-24218000	5	24216001	24222000
Chr5:24762001-24764000	5	24762001	24768000
Chr5:24770001-24772000	5	24770001	24776000
Chr5:25132001-25134000	5	25132001	25136000
Chr5:25232001-25234000	5	25232001	25238000
Chr5:25580001-25582000	5	25580001	25582000
Chr5:25816001-25818000	5	25816001	25818000
Chr5:25920001-25922000	5	25920001	25922000
Chr5:25924001-25926000	5	25924001	25926000
Chr5:25928001-25930000	5	25928001	25932000
Chr5:25936001-25938000	5	25936001	25942000
Chr5:25950001-25952000	5	25950001	25952000
Chr5:25954001-25956000	5	25954001	25956000
Chr5:25962001-25964000	5	25962001	25964000
Chr5:25966001-25968000	5	25966001	25980000
Chr5:25982001-25984000	5	25982001	25990000
Chr5:25992001-25994000	5	25992001	26004000
Chr5:26022001-26024000	5	26022001	26028000
Chr5:26038001-26040000	5	26038001	26042000
Chr5:26054001-26056000	5	26054001	26058000
Chr5:26068001-26070000	5	26068001	26070000
Chr5:26090001-26092000	5	26090001	26096000
Chr5:26098001-26100000	5	26098001	26100000
Chr5:26102001-26104000	5	26102001	26118000
Chr5:26120001-26122000	5	26120001	26122000
Chr5:26262001-26264000	5	26262001	26270000
Chr5:26308001-26310000	5	26308001	26312000
Chr5:26380001-26382000	5	26380001	26388000
Chr5:26502001-26504000	5	26502001	26506000
Chr5:26556001-26558000	5	26556001	26560000
Chr5:27090001-27092000	5	27090001	27092000
Chr5:27142001-27144000	5	27142001	27144000
Chr5:27226001-27228000	5	27226001	27230000
Chr5:27298001-27300000	5	27298001	27302000
Chr5:27360001-27362000	5	27360001	27364000
Chr5:27914001-27916000	5	27914001	27916000
Chr5:27942001-27944000	5	27942001	27944000
Chr5:27986001-27988000	5	27986001	27990000
Chr5:28058001-28060000	5	28058001	28060000
Chr5:28370001-28372000	5	28370001	28372000
Chr5:28442001-28444000	5	28442001	28444000
Chr5:28486001-28488000	5	28486001	28492000
Chr5:28508001-28510000	5	28508001	28512000
Chr5:28588001-28590000	5	28588001	28594000
Chr5:28602001-28604000	5	28602001	28610000
Chr5:28878001-28880000	5	28878001	28880000
Chr5:29056001-29058000	5	29056001	29058000
Chr5:29060001-29062000	5	29060001	29062000
Chr5:29178001-29180000	5	29178001	29182000
Chr5:29350001-29352000	5	29350001	29356000
Chr5:30224001-30226000	5	30224001	30228000
Chr5:30290001-30292000	5	30290001	30338000
Chr5:30758001-30760000	5	30758001	30762000
Chr5:31990001-31992000	5	31990001	31994000
Chr5:32676001-32678000	5	32676001	32680000
Chr5:32726001-32728000	5	32726001	32728000
Chr5:33184001-33186000	5	33184001	33192000
Chr5:33328001-33330000	5	33328001	33332000
Chr5:33906001-33908000	5	33906001	33912000
Chr5:34042001-34044000	5	34042001	34046000
Chr5:36238001-36240000	5	36238001	36244000
Chr5:36632001-36634000	5	36632001	36660000
Chr5:37500001-37502000	5	37500001	37504000
Chr5:37580001-37582000	5	37580001	37586000
Chr5:37926001-37928000	5	37926001	37928000
Chr5:38132001-38134000	5	38132001	38134000
Chr5:38406001-38408000	5	38406001	38412000
Chr5:38832001-38834000	5	38832001	38838000
Chr5:39032001-39034000	5	39032001	39038000
Chr5:39192001-39194000	5	39192001	39196000
Chr5:39226001-39228000	5	39226001	39230000
Chr5:39502001-39504000	5	39502001	39506000
Chr5:39722001-39724000	5	39722001	39726000
Chr5:39950001-39952000	5	39950001	39952000
Chr5:40070001-40072000	5	40070001	40076000
Chr5:40138001-40140000	5	40138001	40144000
Chr5:40408001-40410000	5	40408001	40412000
Chr5:40472001-40474000	5	40472001	40478000
Chr5:40546001-40548000	5	40546001	40550000
Chr5:40664001-40666000	5	40664001	40666000
Chr5:40818001-40820000	5	40818001	40822000
Chr5:40924001-40926000	5	40924001	40926000
Chr5:41396001-41398000	5	41396001	41402000
Chr5:41466001-41468000	5	41466001	41470000
Chr5:41490001-41492000	5	41490001	41496000
Chr5:41568001-41570000	5	41568001	41572000
Chr5:41584001-41586000	5	41584001	41586000
Chr5:41588001-41590000	5	41588001	41592000
Chr5:42000001-42002000	5	42000001	42014000
Chr5:42030001-42032000	5	42030001	42034000
Chr5:42040001-42042000	5	42040001	42044000
Chr5:42136001-42138000	5	42136001	42142000
Chr5:42190001-42192000	5	42190001	42192000
Chr5:42282001-42284000	5	42282001	42286000
Chr5:42376001-42378000	5	42376001	42378000
Chr5:42664001-42666000	5	42664001	42666000
Chr5:42750001-42752000	5	42750001	42754000
Chr5:42822001-42824000	5	42822001	42828000
Chr5:42832001-42834000	5	42832001	42836000
Chr5:43002001-43004000	5	43002001	43006000
Chr5:43096001-43098000	5	43096001	43100000
Chr5:43208001-43210000	5	43208001	43216000
Chr5:43346001-43348000	5	43346001	43348000
Chr5:43410001-43412000	5	43410001	43412000
Chr5:43428001-43430000	5	43428001	43430000
Chr5:43830001-43832000	5	43830001	43834000
Chr5:44136001-44138000	5	44136001	44142000
Chr5:44312001-44314000	5	44312001	44316000
Chr5:44448001-44450000	5	44448001	44452000
Chr5:45396001-45398000	5	45396001	45400000
Chr5:45410001-45412000	5	45410001	45414000
Chr5:45570001-45572000	5	45570001	45572000
Chr5:45604001-45606000	5	45604001	45608000
Chr5:45848001-45850000	5	45848001	45854000
Chr5:45982001-45984000	5	45982001	45984000
Chr5:46246001-46248000	5	46246001	46248000
Chr5:46396001-46398000	5	46396001	46400000
Chr5:46460001-46462000	5	46460001	46464000
Chr5:46702001-46704000	5	46702001	46704000
Chr5:46942001-46944000	5	46942001	46946000
Chr5:47152001-47154000	5	47152001	47164000
Chr5:47282001-47284000	5	47282001	47286000
Chr5:47668001-47670000	5	47668001	47672000
Chr5:47762001-47764000	5	47762001	47764000
Chr5:47968001-47970000	5	47968001	47970000
Chr5:48524001-48526000	5	48524001	48530000
Chr5:48640001-48642000	5	48640001	48644000
Chr5:48670001-48672000	5	48670001	48674000
Chr5:49538001-49540000	5	49538001	49544000
Chr5:49670001-49672000	5	49670001	49674000
Chr5:49698001-49700000	5	49698001	49702000
Chr5:49722001-49724000	5	49722001	49726000
Chr5:49738001-49740000	5	49738001	49744000
Chr5:49750001-49752000	5	49750001	49754000
Chr5:50108001-50110000	5	50108001	50114000
Chr5:50288001-50290000	5	50288001	50290000
Chr5:50314001-50316000	5	50314001	50320000
Chr5:50850001-50852000	5	50850001	50854000
Chr5:51002001-51004000	5	51002001	51008000
Chr5:51116001-51118000	5	51116001	51118000
Chr5:51136001-51138000	5	51136001	51138000
Chr5:51238001-51240000	5	51238001	51240000
Chr5:51366001-51368000	5	51366001	51368000
Chr5:51376001-51378000	5	51376001	51382000
Chr5:51974001-51976000	5	51974001	51980000
Chr5:52896001-52898000	5	52896001	52902000
Chr5:53310001-53312000	5	53310001	53312000
Chr5:53654001-53656000	5	53654001	53656000
Chr5:53750001-53752000	5	53750001	53752000
Chr5:53974001-53976000	5	53974001	53976000
Chr5:54450001-54452000	5	54450001	54452000
Chr5:54550001-54552000	5	54550001	54554000
Chr5:54692001-54694000	5	54692001	54694000
Chr5:54972001-54974000	5	54972001	54974000
Chr5:54982001-54984000	5	54982001	54984000
Chr5:55010001-55012000	5	55010001	55012000
Chr5:55150001-55152000	5	55150001	55154000
Chr5:55164001-55166000	5	55164001	55168000
Chr5:55202001-55204000	5	55202001	55208000
Chr5:55648001-55650000	5	55648001	55658000
Chr5:55662001-55664000	5	55662001	55664000
Chr5:55666001-55668000	5	55666001	55668000
Chr5:55764001-55766000	5	55764001	55768000
Chr5:55838001-55840000	5	55838001	55844000
Chr5:56124001-56126000	5	56124001	56128000
Chr5:56190001-56192000	5	56190001	56196000
Chr5:56254001-56256000	5	56254001	56258000
Chr5:56402001-56404000	5	56402001	56404000
Chr5:56472001-56474000	5	56472001	56478000
Chr5:56494001-56496000	5	56494001	56498000
Chr5:57018001-57020000	5	57018001	57024000
Chr5:57434001-57436000	5	57434001	57438000
Chr5:57500001-57502000	5	57500001	57504000
Chr5:57556001-57558000	5	57556001	57562000
Chr5:57654001-57656000	5	57654001	57656000
Chr5:57670001-57672000	5	57670001	57672000
Chr5:57692001-57694000	5	57692001	57696000
Chr5:57860001-57862000	5	57860001	57862000
Chr5:57996001-57998000	5	57996001	58000000
Chr5:58246001-58248000	5	58246001	58250000
Chr5:58308001-58310000	5	58308001	58312000
Chr5:58318001-58320000	5	58318001	58326000
Chr5:58400001-58402000	5	58400001	58406000
Chr5:58518001-58520000	5	58518001	58520000
Chr5:58726001-58728000	5	58726001	58732000
Chr5:58778001-58780000	5	58778001	58784000
Chr5:58876001-58878000	5	58876001	58878000
Chr5:58926001-58928000	5	58926001	58932000
Chr5:58934001-58936000	5	58934001	58938000
Chr5:58968001-58970000	5	58968001	58972000
Chr5:59004001-59006000	5	59004001	59010000
Chr5:59120001-59122000	5	59120001	59126000
Chr5:59182001-59184000	5	59182001	59184000
Chr5:59312001-59314000	5	59312001	59316000
Chr5:59440001-59442000	5	59440001	59444000
Chr5:59644001-59646000	5	59644001	59650000
Chr5:59754001-59756000	5	59754001	59756000
Chr5:59954001-59956000	5	59954001	59956000
Chr5:60158001-60160000	5	60158001	60162000
Chr5:60348001-60350000	5	60348001	60352000
Chr5:60496001-60498000	5	60496001	60500000
Chr5:60548001-60550000	5	60548001	60558000
Chr5:60652001-60654000	5	60652001	60658000
Chr5:60730001-60732000	5	60730001	60734000
Chr5:60756001-60758000	5	60756001	60758000
Chr5:60804001-60806000	5	60804001	60808000
Chr5:60984001-60986000	5	60984001	60986000
Chr5:61014001-61016000	5	61014001	61016000
Chr5:61214001-61216000	5	61214001	61218000
Chr5:61294001-61296000	5	61294001	61298000
Chr5:61308001-61310000	5	61308001	61314000
Chr5:61520001-61522000	5	61520001	61522000
Chr5:61528001-61530000	5	61528001	61530000
Chr5:61536001-61538000	5	61536001	61538000
Chr5:61776001-61778000	5	61776001	61802000
Chr5:61914001-61916000	5	61914001	61920000
Chr5:62210001-62212000	5	62210001	62214000
Chr5:62228001-62230000	5	62228001	62234000
Chr5:62272001-62274000	5	62272001	62278000
Chr5:62308001-62310000	5	62308001	62314000
Chr5:62328001-62330000	5	62328001	62332000
Chr5:62428001-62430000	5	62428001	62434000
Chr5:62444001-62446000	5	62444001	62448000
Chr5:62528001-62530000	5	62528001	62530000
Chr5:62872001-62874000	5	62872001	62874000
Chr5:62958001-62960000	5	62958001	62960000
Chr5:63090001-63092000	5	63090001	63092000
Chr5:63592001-63594000	5	63592001	63596000
Chr5:63658001-63660000	5	63658001	63662000
Chr5:63850001-63852000	5	63850001	63854000
Chr5:64016001-64018000	5	64016001	64018000
Chr5:64032001-64034000	5	64032001	64038000
Chr5:64118001-64120000	5	64118001	64124000
Chr5:64546001-64548000	5	64546001	64550000
Chr5:64558001-64560000	5	64558001	64564000
Chr5:64890001-64892000	5	64890001	64896000
Chr5:67038001-67040000	5	67038001	67044000
Chr5:67270001-67272000	5	67270001	67276000
Chr5:67386001-67388000	5	67386001	67390000
Chr5:67586001-67588000	5	67586001	67590000
Chr5:67710001-67712000	5	67710001	67714000
Chr5:67910001-67912000	5	67910001	67916000
Chr5:68100001-68102000	5	68100001	68106000
Chr5:68138001-68140000	5	68138001	68142000
Chr5:68214001-68216000	5	68214001	68222000
Chr5:68414001-68416000	5	68414001	68416000
Chr5:68430001-68432000	5	68430001	68438000
Chr5:68450001-68452000	5	68450001	68452000
Chr5:68494001-68496000	5	68494001	68496000
Chr5:68738001-68740000	5	68738001	68742000
Chr5:68850001-68852000	5	68850001	68852000
Chr5:69118001-69120000	5	69118001	69124000
Chr5:69370001-69372000	5	69370001	69374000
Chr5:69476001-69478000	5	69476001	69482000
Chr5:69492001-69494000	5	69492001	69494000
Chr5:69532001-69534000	5	69532001	69538000
Chr5:69698001-69700000	5	69698001	69700000
Chr5:69730001-69732000	5	69730001	69732000
Chr5:69772001-69774000	5	69772001	69778000
Chr5:69882001-69884000	5	69882001	69886000
Chr5:69912001-69914000	5	69912001	69916000
Chr5:70072001-70074000	5	70072001	70076000
Chr5:70204001-70206000	5	70204001	70210000
Chr5:70394001-70396000	5	70394001	70398000
Chr5:70424001-70426000	5	70424001	70430000
Chr5:70544001-70546000	5	70544001	70548000
Chr5:70762001-70764000	5	70762001	70768000
Chr5:70860001-70862000	5	70860001	70862000
Chr5:71186001-71188000	5	71186001	71190000
Chr5:71254001-71256000	5	71254001	71260000
Chr5:71346001-71348000	5	71346001	71348000
Chr5:71384001-71386000	5	71384001	71388000
Chr5:71526001-71528000	5	71526001	71532000
Chr5:71556001-71558000	5	71556001	71562000
Chr5:71832001-71834000	5	71832001	71838000
Chr5:71980001-71982000	5	71980001	71984000
Chr5:72070001-72072000	5	72070001	72076000
Chr5:72112001-72114000	5	72112001	72118000
Chr5:72544001-72546000	5	72544001	72548000
Chr5:73038001-73040000	5	73038001	73040000
Chr5:73460001-73462000	5	73460001	73466000
Chr5:73982001-73984000	5	73982001	73984000
Chr5:74758001-74760000	5	74758001	74760000
Chr5:74786001-74788000	5	74786001	74788000
Chr5:75280001-75282000	5	75280001	75284000
Chr5:75306001-75308000	5	75306001	75308000
Chr5:76082001-76084000	5	76082001	76098000
Chr5:76218001-76220000	5	76218001	76224000
Chr5:76276001-76278000	5	76276001	76278000
Chr5:76506001-76508000	5	76506001	76510000
Chr5:76932001-76934000	5	76932001	76938000
Chr5:77020001-77022000	5	77020001	77022000
Chr5:77410001-77412000	5	77410001	77416000
Chr5:77538001-77540000	5	77538001	77542000
Chr5:77560001-77562000	5	77560001	77566000
Chr5:77624001-77626000	5	77624001	77632000
Chr5:77772001-77774000	5	77772001	77774000
Chr5:77844001-77846000	5	77844001	77848000
Chr5:78088001-78090000	5	78088001	78090000
Chr5:78130001-78132000	5	78130001	78134000
Chr5:78142001-78144000	5	78142001	78144000
Chr5:78200001-78202000	5	78200001	78204000
Chr5:78316001-78318000	5	78316001	78320000
Chr5:78332001-78334000	5	78332001	78336000
Chr5:78384001-78386000	5	78384001	78386000
Chr5:78414001-78416000	5	78414001	78418000
Chr5:78476001-78478000	5	78476001	78478000
Chr5:79034001-79036000	5	79034001	79038000
Chr5:79114001-79116000	5	79114001	79116000
Chr5:79174001-79176000	5	79174001	79178000
Chr5:79250001-79252000	5	79250001	79254000
Chr5:79316001-79318000	5	79316001	79320000
Chr5:79652001-79654000	5	79652001	79654000
Chr5:79738001-79740000	5	79738001	79742000
Chr5:79848001-79850000	5	79848001	79854000
Chr5:80060001-80062000	5	80060001	80062000
Chr5:80110001-80112000	5	80110001	80112000
Chr5:80280001-80282000	5	80280001	80282000
Chr5:80452001-80454000	5	80452001	80458000
Chr5:80472001-80474000	5	80472001	80478000
Chr5:80846001-80848000	5	80846001	80848000
Chr5:81206001-81208000	5	81206001	81210000
Chr5:81378001-81380000	5	81378001	81384000
Chr5:81450001-81452000	5	81450001	81454000
Chr5:81572001-81574000	5	81572001	81576000
Chr5:81626001-81628000	5	81626001	81634000
Chr5:81702001-81704000	5	81702001	81708000
Chr5:82038001-82040000	5	82038001	82042000
Chr5:82184001-82186000	5	82184001	82186000
Chr5:82198001-82200000	5	82198001	82200000
Chr5:82302001-82304000	5	82302001	82304000
Chr5:82412001-82414000	5	82412001	82418000
Chr5:82614001-82616000	5	82614001	82618000
Chr5:82644001-82646000	5	82644001	82650000
Chr5:82742001-82744000	5	82742001	82744000
Chr5:82814001-82816000	5	82814001	82816000
Chr5:82876001-82878000	5	82876001	82882000
Chr5:82892001-82894000	5	82892001	82894000
Chr5:82908001-82910000	5	82908001	82914000
Chr5:83022001-83024000	5	83022001	83028000
Chr5:83110001-83112000	5	83110001	83114000
Chr5:83386001-83388000	5	83386001	83390000
Chr5:83586001-83588000	5	83586001	83590000
Chr5:83784001-83786000	5	83784001	83790000
Chr5:84372001-84374000	5	84372001	84378000
Chr5:84658001-84660000	5	84658001	84660000
Chr5:84758001-84760000	5	84758001	84760000
Chr5:85074001-85076000	5	85074001	85080000
Chr5:85168001-85170000	5	85168001	85172000
Chr5:85264001-85266000	5	85264001	85270000
Chr5:85478001-85480000	5	85478001	85484000
Chr5:85542001-85544000	5	85542001	85544000
Chr5:85824001-85826000	5	85824001	85828000
Chr5:86364001-86366000	5	86364001	86368000
Chr5:86550001-86552000	5	86550001	86554000
Chr5:86594001-86596000	5	86594001	86600000
Chr5:86688001-86690000	5	86688001	86690000
Chr5:86698001-86700000	5	86698001	86700000
Chr5:86914001-86916000	5	86914001	86916000
Chr5:87098001-87100000	5	87098001	87100000
Chr5:87154001-87156000	5	87154001	87156000
Chr5:87270001-87272000	5	87270001	87272000
Chr5:87422001-87424000	5	87422001	87426000
Chr5:87540001-87542000	5	87540001	87546000
Chr5:88046001-88048000	5	88046001	88050000
Chr5:88146001-88148000	5	88146001	88152000
Chr5:88164001-88166000	5	88164001	88168000
Chr5:88180001-88182000	5	88180001	88182000
Chr5:88218001-88220000	5	88218001	88220000
Chr5:88222001-88224000	5	88222001	88228000
Chr5:88230001-88232000	5	88230001	88236000
Chr5:88410001-88412000	5	88410001	88416000
Chr5:88430001-88432000	5	88430001	88432000
Chr5:88446001-88448000	5	88446001	88448000
Chr5:88546001-88548000	5	88546001	88552000
Chr5:88606001-88608000	5	88606001	88612000
Chr5:88870001-88872000	5	88870001	88874000
Chr5:89002001-89004000	5	89002001	89008000
Chr5:89204001-89206000	5	89204001	89208000
Chr5:89310001-89312000	5	89310001	89316000
Chr5:89330001-89332000	5	89330001	89336000
Chr5:89396001-89398000	5	89396001	89400000
Chr5:89428001-89430000	5	89428001	89434000
Chr5:89532001-89534000	5	89532001	89534000
Chr5:89620001-89622000	5	89620001	89622000
Chr5:89802001-89804000	5	89802001	89804000
Chr5:89954001-89956000	5	89954001	89960000
Chr5:89970001-89972000	5	89970001	89972000
Chr5:90008001-90010000	5	90008001	90010000
Chr5:90096001-90098000	5	90096001	90098000
Chr5:90170001-90172000	5	90170001	90174000
Chr5:90534001-90536000	5	90534001	90542000
Chr5:90814001-90816000	5	90814001	90818000
Chr5:90824001-90826000	5	90824001	90830000
Chr5:90910001-90912000	5	90910001	90920000
Chr5:90926001-90928000	5	90926001	90930000
Chr5:90954001-90956000	5	90954001	90956000
Chr5:90994001-90996000	5	90994001	90996000
Chr5:91056001-91058000	5	91056001	91062000
Chr5:91228001-91230000	5	91228001	91232000
Chr5:91418001-91420000	5	91418001	91422000
Chr5:91632001-91634000	5	91632001	91636000
Chr5:91682001-91684000	5	91682001	91686000
Chr5:91834001-91836000	5	91834001	91838000
Chr5:91926001-91928000	5	91926001	91930000
Chr5:92476001-92478000	5	92476001	92482000
Chr5:92514001-92516000	5	92514001	92518000
Chr5:92544001-92546000	5	92544001	92552000
Chr5:92616001-92618000	5	92616001	92620000
Chr5:93068001-93070000	5	93068001	93070000
Chr5:93310001-93312000	5	93310001	93316000
Chr5:93376001-93378000	5	93376001	93380000
Chr5:93384001-93386000	5	93384001	93388000
Chr5:93400001-93402000	5	93400001	93402000
Chr5:93408001-93410000	5	93408001	93414000
Chr5:93422001-93424000	5	93422001	93424000
Chr5:93440001-93442000	5	93440001	93446000
Chr5:93452001-93454000	5	93452001	93454000
Chr5:93458001-93460000	5	93458001	93472000
Chr5:93478001-93480000	5	93478001	93562000
Chr5:93564001-93566000	5	93564001	93620000
Chr5:93628001-93630000	5	93628001	93634000
Chr5:93646001-93648000	5	93646001	93650000
Chr5:93670001-93672000	5	93670001	93672000
Chr5:93742001-93744000	5	93742001	93744000
Chr5:93750001-93752000	5	93750001	94172000
Chr5:94176001-94178000	5	94176001	94186000
Chr5:94188001-94190000	5	94188001	94194000
Chr5:94198001-94200000	5	94198001	94200000
Chr5:94208001-94210000	5	94208001	94464000
Chr5:94466001-94468000	5	94466001	94512000
Chr5:94516001-94518000	5	94516001	94676000
Chr5:94678001-94680000	5	94678001	94720000
Chr5:94722001-94724000	5	94722001	94724000
Chr5:94726001-94728000	5	94726001	94852000
Chr5:94854001-94856000	5	94854001	94856000
Chr5:94862001-94864000	5	94862001	95176000
Chr5:95180001-95182000	5	95180001	95402000
Chr5:95404001-95406000	5	95404001	95412000
Chr5:95414001-95416000	5	95414001	95416000
Chr5:95418001-95420000	5	95418001	95782000
Chr5:95786001-95788000	5	95786001	95788000
Chr5:95800001-95802000	5	95800001	95806000
Chr5:95824001-95826000	5	95824001	95826000
Chr5:95858001-95860000	5	95858001	95864000
Chr5:95928001-95930000	5	95928001	95932000
Chr5:96014001-96016000	5	96014001	96020000
Chr5:96120001-96122000	5	96120001	96126000
Chr5:96284001-96286000	5	96284001	96292000
Chr5:96486001-96488000	5	96486001	96490000
Chr5:96564001-96566000	5	96564001	96566000
Chr5:97488001-97490000	5	97488001	97490000
Chr5:97520001-97522000	5	97520001	97526000
Chr5:97990001-97992000	5	97990001	97996000
Chr5:98006001-98008000	5	98006001	98012000
Chr5:98046001-98048000	5	98046001	98048000
Chr5:98206001-98208000	5	98206001	98212000
Chr5:98910001-98912000	5	98910001	98916000
Chr5:99114001-99116000	5	99114001	99116000
Chr5:99310001-99312000	5	99310001	99314000
Chr5:99908001-99910000	5	99908001	99914000
Chr5:100134001-100136000	5	100134001	100136000
Chr5:100742001-100744000	5	100742001	100746000
Chr5:101054001-101056000	5	101054001	101056000
Chr5:101314001-101316000	5	101314001	101318000
Chr5:101616001-101618000	5	101616001	101618000
Chr5:101634001-101636000	5	101634001	101636000
Chr5:101976001-101978000	5	101976001	101978000
Chr5:102192001-102194000	5	102192001	102196000
Chr5:102386001-102388000	5	102386001	102388000
Chr5:102410001-102412000	5	102410001	102416000
Chr5:102442001-102444000	5	102442001	102446000
Chr5:102600001-102602000	5	102600001	102604000
Chr5:102646001-102648000	5	102646001	102652000
Chr5:102700001-102702000	5	102700001	102702000
Chr5:103124001-103126000	5	103124001	103128000
Chr5:103316001-103318000	5	103316001	103318000
Chr5:103632001-103634000	5	103632001	103636000
Chr5:104066001-104068000	5	104066001	104068000
Chr5:104188001-104190000	5	104188001	104192000
Chr5:104280001-104282000	5	104280001	104284000
Chr5:104316001-104318000	5	104316001	104320000
Chr5:104474001-104476000	5	104474001	104476000
Chr5:104572001-104574000	5	104572001	104574000
Chr5:104576001-104578000	5	104576001	104578000
Chr5:104588001-104590000	5	104588001	104590000
Chr5:104596001-104598000	5	104596001	104600000
Chr5:104604001-104606000	5	104604001	104606000
Chr5:104610001-104612000	5	104610001	104660000
Chr5:104664001-104666000	5	104664001	104700000
Chr5:104702001-104704000	5	104702001	104704000
Chr5:104708001-104710000	5	104708001	104790000
Chr5:104810001-104812000	5	104810001	104814000
Chr5:104816001-104818000	5	104816001	104818000
Chr5:104826001-104828000	5	104826001	104828000
Chr5:104832001-104834000	5	104832001	104834000
Chr5:104842001-104844000	5	104842001	104844000
